r_s_over_r_env,m_eff_r_env,Delta_TM_match,B_TM
0.3862,3.4382,0.10466705,7.38268334e-04
0.3862,3.5022,0.10616233,7.40528167e-04
0.3862,3.5663,0.10772996,7.42549033e-04
0.3862,3.6303,0.10936586,7.44329697e-04
0.3862,3.6944,0.11106628,7.45869068e-04
0.3862,3.7584,0.11282776,7.47166204e-04
0.3862,3.8225,0.11464718,7.48220312e-04
0.3862,3.8865,0.11652180,7.49030747e-04
0.3862,3.9506,0.11844930,7.49597012e-04
0.3862,4.0146,0.12042773,7.49918762e-04
0.3862,4.0787,0.12245563,7.49995799e-04
0.3862,4.1427,0.12453196,7.49828077e-04
0.3862,4.2067,0.12665615,7.49415697e-04
0.3862,4.2708,0.12882811,7.48758913e-04
0.3862,4.3348,0.13104819,7.47858126e-04
0.3862,4.3989,0.13331722,7.46713887e-04
0.3862,4.4629,0.13563649,7.45326896e-04
0.3862,4.5270,0.13800773,7.43698003e-04
0.3862,4.5910,0.14043310,7.41828204e-04
0.3862,4.6551,0.14291516,7.39718643e-04
0.3862,4.7191,0.14545686,7.37370610e-04
0.3862,4.7831,0.14806152,7.34785544e-04
0.3862,4.8472,0.15073277,7.31965025e-04
0.3862,4.9112,0.15347454,7.28910779e-04
0.3862,4.9753,0.15629103,7.25624676e-04
0.3862,5.0393,0.15918663,7.22108725e-04
0.3862,5.1034,0.16216593,7.18365080e-04
0.3862,5.1674,0.16523365,7.14396029e-04
0.3862,5.2315,0.16839461,7.10204003e-04
0.3862,5.2955,0.17165367,7.05791565e-04
0.3862,5.3596,0.17501569,7.01161417e-04
0.3862,5.4236,0.17848550,6.96316391e-04
0.3862,5.4876,0.18206782,6.91259452e-04
0.3862,5.5517,0.18576728,6.85993695e-04
0.3862,5.6157,0.18958830,6.80522341e-04
0.3862,5.6798,0.19353511,6.74848738e-04
0.3862,5.7438,0.19761167,6.68976359e-04
0.3862,5.8079,0.20182166,6.62908796e-04
0.3862,5.8719,0.20616845,6.56649762e-04
0.3862,5.9360,0.21065503,6.50203088e-04
0.3862,6.0000,0.21528404,6.43572717e-04
0.3950,0.3000,0.17716783,3.97289144e-04
0.3950,0.3640,0.17311934,4.07321078e-04
0.3950,0.4281,0.16912549,4.17316330e-04
0.3950,0.4921,0.16518902,4.27268503e-04
0.3950,0.5562,0.16131308,4.37171229e-04
0.3950,0.6202,0.15750115,4.47018170e-04
0.3950,0.6843,0.15375702,4.56803025e-04
0.3950,0.7483,0.15008479,4.66519532e-04
0.3950,0.8124,0.14648877,4.76161474e-04
0.3950,0.8764,0.14297351,4.85722680e-04
0.3950,0.9404,0.13954371,4.95197031e-04
0.3950,1.0045,0.13620417,5.04578464e-04
0.3950,1.0685,0.13295979,5.13860976e-04
0.3950,1.1326,0.12981550,5.23038626e-04
0.3950,1.1966,0.12677620,5.32105542e-04
0.3950,1.2607,0.12384673,5.41055921e-04
0.3950,1.3247,0.12103184,5.49884035e-04
0.3950,1.3888,0.11833613,5.58584234e-04
0.3950,1.4528,0.11576398,5.67150952e-04
0.3950,1.5169,0.11331958,5.75578706e-04
0.3950,1.5809,0.11100682,5.83862103e-04
0.3950,1.6449,0.10882930,5.91995841e-04
0.3950,1.7090,0.10679027,5.99974716e-04
0.3950,1.7730,0.10489262,6.07793622e-04
0.3950,1.8371,0.10313883,6.15447554e-04
0.3950,1.9011,0.10153098,6.22931616e-04
0.3950,1.9652,0.10007069,6.30241017e-04
0.3950,2.0292,0.09875915,6.37371080e-04
0.3950,2.0933,0.09759707,6.44317242e-04
0.3950,2.1573,0.09658469,6.51075058e-04
0.3950,2.2213,0.09572180,6.57640203e-04
0.3950,2.2854,0.09500768,6.64008477e-04
0.3950,2.3494,0.09444118,6.70175803e-04
0.3950,2.4135,0.09402069,6.76138236e-04
0.3950,2.4775,0.09374413,6.81891958e-04
0.3950,2.5416,0.09360905,6.87433289e-04
0.3950,2.6056,0.09361257,6.92758683e-04
0.3950,2.6697,0.09375145,6.97864730e-04
0.3950,2.7337,0.09402210,7.02748164e-04
0.3950,2.7978,0.09442064,7.07405860e-04
0.3950,2.8618,0.09494290,7.11834837e-04
0.3950,2.9258,0.09558450,7.16032260e-04
0.3950,2.9899,0.09634084,7.19995444e-04
0.3950,3.0539,0.09720718,7.23721852e-04
0.3950,3.1180,0.09817869,7.27209100e-04
0.3950,3.1820,0.09925046,7.30454956e-04
0.3950,3.2461,0.10041756,7.33457342e-04
0.3950,3.3101,0.10167511,7.36214338e-04
0.3950,3.3742,0.10301827,7.38724180e-04
0.3950,3.4382,0.10444236,7.40985260e-04
0.3950,3.5022,0.10594282,7.42996132e-04
0.3950,3.5663,0.10751533,7.44755510e-04
0.3950,3.6303,0.10915578,7.46262266e-04
0.3950,3.6944,0.11086037,7.47515438e-04
0.3950,3.7584,0.11262561,7.48514223e-04
0.3950,3.8225,0.11444833,7.49257982e-04
0.3950,3.8865,0.11632578,7.49746239e-04
0.3950,3.9506,0.11825559,7.49978681e-04
0.3950,4.0146,0.12023581,7.49955161e-04
0.3950,4.0787,0.12226496,7.49675692e-04
0.3950,4.1427,0.12434197,7.49140453e-04
0.3950,4.2067,0.12646629,7.48349788e-04
0.3950,4.2708,0.12863781,7.47304202e-04
0.3950,4.3348,0.13085689,7.46004365e-04
0.3950,4.3989,0.13312437,7.44451107e-04
0.3950,4.4629,0.13544155,7.42645424e-04
0.3950,4.5270,0.13781019,7.40588470e-04
0.3950,4.5910,0.14023246,7.38281562e-04
0.3950,4.6551,0.14271096,7.35726177e-04
0.3950,4.7191,0.14524867,7.32923949e-04
0.3950,4.7831,0.14784894,7.29876671e-04
0.3950,4.8472,0.15051545,7.26586295e-04
0.3950,4.9112,0.15325216,7.23054925e-04
0.3950,4.9753,0.15606333,7.19284822e-04
0.3950,5.0393,0.15895340,7.15278398e-04
0.3950,5.1034,0.16192700,7.11038216e-04
0.3950,5.1674,0.16498892,7.06566992e-04
0.3950,5.2315,0.16814401,7.01867584e-04
0.3950,5.2955,0.17139720,6.96943002e-04
0.3950,5.3596,0.17475340,6.91796397e-04
0.3950,5.4236,0.17821749,6.86431062e-04
0.3950,5.4876,0.18179426,6.80850430e-04
0.3950,5.5517,0.18548837,6.75058073e-04
0.3950,5.6157,0.18930429,6.69057697e-04
0.3950,5.6798,0.19324631,6.62853143e-04
0.3950,5.7438,0.19731843,6.56448382e-04
0.3950,5.8079,0.20152437,6.49847511e-04
0.3950,5.8719,0.20586754,6.43054755e-04
0.3950,5.9360,0.21035095,6.36074461e-04
0.3950,6.0000,0.21497728,6.28911095e-04
0.4037,0.3000,0.17698223,3.98331616e-04
0.4037,0.3640,0.17293111,4.08581792e-04
0.4037,0.4281,0.16893418,4.18792799e-04
0.4037,0.4921,0.16499421,4.28957810e-04
0.4037,0.5562,0.16111437,4.39070030e-04
0.4037,0.6202,0.15729818,4.49122698e-04
0.4037,0.6843,0.15354948,4.59109091e-04
0.4037,0.7483,0.14987241,4.69022533e-04
0.4037,0.8124,0.14627132,4.78856396e-04
0.4037,0.8764,0.14275081,4.88604104e-04
0.4037,0.9404,0.13931562,4.98259142e-04
0.4037,1.0045,0.13597061,5.07815052e-04
0.4037,1.0685,0.13272073,5.17265445e-04
0.4037,1.1326,0.12957094,5.26604005e-04
0.4037,1.1966,0.12652622,5.35824485e-04
0.4037,1.2607,0.12359145,5.44920722e-04
0.4037,1.3247,0.12077142,5.53886634e-04
0.4037,1.3888,0.11807078,5.62716226e-04
0.4037,1.4528,0.11549397,5.71403594e-04
0.4037,1.5169,0.11304521,5.79942931e-04
0.4037,1.5809,0.11072843,5.88328526e-04
0.4037,1.6449,0.10854727,5.96554774e-04
0.4037,1.7090,0.10650501,6.04616173e-04
0.4037,1.7730,0.10460457,6.12507334e-04
0.4037,1.8371,0.10284847,6.20222981e-04
0.4037,1.9011,0.10123879,6.27757955e-04
0.4037,1.9652,0.09977718,6.35107219e-04
0.4037,2.0292,0.09846484,6.42265858e-04
0.4037,2.0933,0.09730249,6.49229086e-04
0.4037,2.1573,0.09629037,6.55992247e-04
0.4037,2.2213,0.09542826,6.62550820e-04
0.4037,2.2854,0.09471544,6.68900420e-04
0.4037,2.3494,0.09415075,6.75036801e-04
0.4037,2.4135,0.09373255,6.80955860e-04
0.4037,2.4775,0.09345877,6.86653640e-04
0.4037,2.5416,0.09332690,6.92126331e-04
0.4037,2.6056,0.09333404,6.97370274e-04
0.4037,2.6697,0.09347692,7.02381963e-04
0.4037,2.7337,0.09375193,7.07158048e-04
0.4037,2.7978,0.09415512,7.11695334e-04
0.4037,2.8618,0.09468230,7.15990788e-04
0.4037,2.9258,0.09532903,7.20041539e-04
0.4037,2.9899,0.09609066,7.23844877e-04
0.4037,3.0539,0.09696243,7.27398260e-04
0.4037,3.1180,0.09793943,7.30699312e-04
0.4037,3.1820,0.09901670,7.33745827e-04
0.4037,3.2461,0.10018928,7.36535766e-04
0.4037,3.3101,0.10145222,7.39067265e-04
0.4037,3.3742,0.10280064,7.41338631e-04
0.4037,3.4382,0.10422980,7.43348346e-04
0.4037,3.5022,0.10573512,7.45095065e-04
0.4037,3.5663,0.10731220,7.46577622e-04
0.4037,3.6303,0.10895692,7.47795024e-04
0.4037,3.6944,0.11066542,7.48746457e-04
0.4037,3.7584,0.11243418,7.49431286e-04
0.4037,3.8225,0.11426000,7.49849053e-04
0.4037,3.8865,0.11614010,7.49999478e-04
0.4037,3.9506,0.11807208,7.49882461e-04
0.4037,4.0146,0.12005398,7.49498080e-04
0.4037,4.0787,0.12208429,7.48846592e-04
0.4037,4.1427,0.12416195,7.47928432e-04
0.4037,4.2067,0.12628638,7.46744215e-04
0.4037,4.2708,0.12845748,7.45294733e-04
0.4037,4.3348,0.13067563,7.43580953e-04
0.4037,4.3989,0.13294165,7.41604023e-04
0.4037,4.4629,0.13525688,7.39365264e-04
0.4037,4.5270,0.13762308,7.36866173e-04
0.4037,4.5910,0.14004244,7.34108420e-04
0.4037,4.6551,0.14251760,7.31093850e-04
0.4037,4.7191,0.14505157,7.27824479e-04
0.4037,4.7831,0.14764773,7.24302491e-04
0.4037,4.8472,0.15030979,7.20530242e-04
0.4037,4.9112,0.15304177,7.16510255e-04
0.4037,4.9753,0.15584795,7.12245216e-04
0.4037,5.0393,0.15873283,7.07737978e-04
0.4037,5.1034,0.16170110,7.02991554e-04
0.4037,5.1674,0.16475757,6.98009118e-04
0.4037,5.2315,0.16790717,6.92794000e-04
0.4037,5.2955,0.17115485,6.87349688e-04
0.4037,5.3596,0.17450560,6.81679822e-04
0.4037,5.4236,0.17796433,6.75788192e-04
0.4037,5.4876,0.18153589,6.69678739e-04
0.4037,5.5517,0.18522498,6.63355546e-04
0.4037,5.6157,0.18903613,6.56822842e-04
0.4037,5.6798,0.19297366,6.50084994e-04
0.4037,5.7438,0.19704162,6.43146507e-04
0.4037,5.8079,0.20124376,6.36012021e-04
0.4037,5.8719,0.20558353,6.28686305e-04
0.4037,5.9360,0.21006398,6.21174257e-04
0.4037,6.0000,0.21468780,6.13480901e-04
0.4125,0.3000,0.17680693,3.99373756e-04
0.4125,0.3640,0.17275336,4.09841911e-04
0.4125,0.4281,0.16875355,4.20268302e-04
0.4125,0.4921,0.16481031,4.30645654e-04
0.4125,0.5562,0.16092683,4.40966723e-04
0.4125,0.6202,0.15710668,4.51224306e-04
0.4125,0.6843,0.15335373,4.61411245e-04
0.4125,0.7483,0.14967213,4.71520431e-04
0.4125,0.8124,0.14606632,4.81544807e-04
0.4125,0.8764,0.14254091,4.91477378e-04
0.4125,0.9404,0.13910069,5.01311213e-04
0.4125,1.0045,0.13575058,5.11039448e-04
0.4125,1.0685,0.13249556,5.20655293e-04
0.4125,1.1326,0.12934066,5.30152039e-04
0.4125,1.1966,0.12629088,5.39523056e-04
0.4125,1.2607,0.12335116,5.48761806e-04
0.4125,1.3247,0.12052634,5.57861840e-04
0.4125,1.3888,0.11782111,5.66816807e-04
0.4125,1.4528,0.11523995,5.75620459e-04
0.4125,1.5169,0.11278712,5.84266650e-04
0.4125,1.5809,0.11046660,5.92749347e-04
0.4125,1.6449,0.10828204,6.01062629e-04
0.4125,1.7090,0.10623678,6.09200695e-04
0.4125,1.7730,0.10433374,6.17157866e-04
0.4125,1.8371,0.10257548,6.24928587e-04
0.4125,1.9011,0.10096409,6.32507436e-04
0.4125,1.9652,0.09950126,6.39889123e-04
0.4125,2.0292,0.09818817,6.47068497e-04
0.4125,2.0933,0.09702556,6.54040548e-04
0.4125,2.1573,0.09601368,6.60800409e-04
0.4125,2.2213,0.09515229,6.67343363e-04
0.4125,2.2854,0.09444069,6.73664843e-04
0.4125,2.3494,0.09387769,6.79760438e-04
0.4125,2.4135,0.09346163,6.85625894e-04
0.4125,2.4775,0.09319043,6.91257117e-04
0.4125,2.5416,0.09306155,6.96650177e-04
0.4125,2.6056,0.09307208,7.01801310e-04
0.4125,2.6697,0.09321870,7.06706921e-04
0.4125,2.7337,0.09349776,7.11363588e-04
0.4125,2.7978,0.09390529,7.15768059e-04
0.4125,2.8618,0.09443706,7.19917261e-04
0.4125,2.9258,0.09508857,7.23808299e-04
0.4125,2.9899,0.09585515,7.27438456e-04
0.4125,3.0539,0.09673197,7.30805199e-04
0.4125,3.1180,0.09771408,7.33906179e-04
0.4125,3.1820,0.09879649,7.36739231e-04
0.4125,3.2461,0.09997417,7.39302379e-04
0.4125,3.3101,0.10124214,7.41593833e-04
0.4125,3.3742,0.10259547,7.43611994e-04
0.4125,3.4382,0.10402937,7.45355454e-04
0.4125,3.5022,0.10553920,7.46822996e-04
0.4125,3.5663,0.10712056,7.48013596e-04
0.4125,3.6303,0.10876925,7.48926422e-04
0.4125,3.6944,0.11048140,7.49560838e-04
0.4125,3.7584,0.11225344,7.49916402e-04
0.4125,3.8225,0.11408215,7.49992864e-04
0.4125,3.8865,0.11596472,7.49790172e-04
0.4125,3.9506,0.11789872,7.49308466e-04
0.4125,4.0146,0.11988219,7.48548084e-04
0.4125,4.0787,0.12191358,7.47509556e-04
0.4125,4.1427,0.12399184,7.46193606e-04
0.4125,4.2067,0.12611638,7.44601154e-04
0.4125,4.2708,0.12828710,7.42733310e-04
0.4125,4.3348,0.13050437,7.40591377e-04
0.4125,4.3989,0.13276904,7.38176852e-04
0.4125,4.4629,0.13508245,7.35491418e-04
0.4125,4.5270,0.13744637,7.32536951e-04
0.4125,4.5910,0.13986303,7.29315512e-04
0.4125,4.6551,0.14233507,7.25829348e-04
0.4125,4.7191,0.14486555,7.22080894e-04
0.4125,4.7831,0.14745787,7.18072766e-04
0.4125,4.8472,0.15011579,7.13807759e-04
0.4125,4.9112,0.15284335,7.09288852e-04
0.4125,4.9753,0.15564488,7.04519198e-04
0.4125,5.0393,0.15852493,6.99502125e-04
0.4125,5.1034,0.16148821,6.94241135e-04
0.4125,5.1674,0.16453961,6.88739900e-04
0.4125,5.2315,0.16768408,6.83002258e-04
0.4125,5.2955,0.17092663,6.77032215e-04
0.4125,5.3596,0.17427229,6.70833936e-04
0.4125,5.4236,0.17772603,6.64411748e-04
0.4125,5.4876,0.18129273,6.57770133e-04
0.4125,5.5517,0.18497714,6.50913725e-04
0.4125,5.6157,0.18878384,6.43847309e-04
0.4125,5.6798,0.19271718,6.36575818e-04
0.4125,5.7438,0.19678126,6.29104327e-04
0.4125,5.8079,0.20097986,6.21438048e-04
0.4125,5.8719,0.20531646,6.13582334e-04
0.4125,5.9360,0.20979414,6.05542665e-04
0.4125,6.0000,0.21441562,5.97324654e-04
0.4213,0.3000,0.17664189,4.00415555e-04
0.4213,0.3640,0.17258605,4.11101423e-04
0.4213,0.4281,0.16858357,4.21742820e-04
0.4213,0.4921,0.16463730,4.32332002e-04
0.4213,0.5562,0.16075046,4.42861261e-04
0.4213,0.6202,0.15692663,4.53322934e-04
0.4213,0.6843,0.15316973,4.63709406e-04
0.4213,0.7483,0.14948395,4.74013118e-04
0.4213,0.8124,0.14587375,4.84226572e-04
0.4213,0.8764,0.14234380,4.94342333e-04
0.4213,0.9404,0.13889892,5.04353039e-04
0.4213,1.0045,0.13554408,5.14251403e-04
0.4213,1.0685,0.13228430,5.24030223e-04
0.4213,1.1326,0.12912466,5.33682380e-04
0.4213,1.1966,0.12607019,5.43200850e-04
0.4213,1.2607,0.12312589,5.52578704e-04
0.4213,1.3247,0.12029663,5.61809118e-04
0.4213,1.3888,0.11758714,5.70885373e-04
0.4213,1.4528,0.11500195,5.79800864e-04
0.4213,1.5169,0.11254535,5.88549102e-04
0.4213,1.5809,0.11022135,5.97123719e-04
0.4213,1.6449,0.10803365,6.05518474e-04
0.4213,1.7090,0.10598559,6.13727259e-04
0.4213,1.7730,0.10408015,6.21744098e-04
0.4213,1.8371,0.10231988,6.29563156e-04
0.4213,1.9011,0.10070692,6.37178744e-04
0.4213,1.9652,0.09924294,6.44585317e-04
0.4213,2.0292,0.09792917,6.51777485e-04
0.4213,2.0933,0.09676632,6.58750015e-04
0.4213,2.1573,0.09575466,6.65497830e-04
0.4213,2.2213,0.09489395,6.72016020e-04
0.4213,2.2854,0.09418347,6.78299841e-04
0.4213,2.3494,0.09362203,6.84344719e-04
0.4213,2.4135,0.09320796,6.90146254e-04
0.4213,2.4775,0.09293915,6.95700225e-04
0.4213,2.5416,0.09281305,7.01002589e-04
0.4213,2.6056,0.09282671,7.06049487e-04
0.4213,2.6697,0.09297680,7.10837245e-04
0.4213,2.7337,0.09325962,7.15362379e-04
0.4213,2.7978,0.09367117,7.19621595e-04
0.4213,2.8618,0.09420719,7.23611794e-04
0.4213,2.9258,0.09486313,7.27330072e-04
0.4213,2.9899,0.09563429,7.30773721e-04
0.4213,3.0539,0.09651579,7.33940236e-04
0.4213,3.1180,0.09750265,7.36827313e-04
0.4213,3.1820,0.09858982,7.39432849e-04
0.4213,3.2461,0.09977224,7.41754949e-04
0.4213,3.3101,0.10104486,7.43791922e-04
0.4213,3.3742,0.10240274,7.45542286e-04
0.4213,3.4382,0.10384103,7.47004767e-04
0.4213,3.5022,0.10535506,7.48178301e-04
0.4213,3.5663,0.10694037,7.49062033e-04
0.4213,3.6303,0.10859275,7.49655320e-04
0.4213,3.6944,0.11030828,7.49957731e-04
0.4213,3.7584,0.11208336,7.49969045e-04
0.4213,3.8225,0.11391475,7.49689254e-04
0.4213,3.8865,0.11579961,7.49118561e-04
0.4213,3.9506,0.11773549,7.48257383e-04
0.4213,4.0146,0.11972040,7.47106346e-04
0.4213,4.0787,0.12175280,7.45666287e-04
0.4213,4.1427,0.12383162,7.43938255e-04
0.4213,4.2067,0.12595626,7.41923507e-04
0.4213,4.2708,0.12812662,7.39623510e-04
0.4213,4.3348,0.13034308,7.37039938e-04
0.4213,4.3989,0.13260650,7.34174670e-04
0.4213,4.4629,0.13491821,7.31029794e-04
0.4213,4.5270,0.13728002,7.27607597e-04
0.4213,4.5910,0.13969417,7.23910570e-04
0.4213,4.6551,0.14216333,7.19941403e-04
0.4213,4.7191,0.14469057,7.15702987e-04
0.4213,4.7831,0.14727934,7.11198405e-04
0.4213,4.8472,0.14993341,7.06430936e-04
0.4213,4.9112,0.15265688,7.01404051e-04
0.4213,4.9753,0.15545411,6.96121406e-04
0.4213,5.0393,0.15832967,6.90586848e-04
0.4213,5.1034,0.16128834,6.84804405e-04
0.4213,5.1674,0.16433503,6.78778285e-04
0.4213,5.2315,0.16747474,6.72512873e-04
0.4213,5.2955,0.17071254,6.66012731e-04
0.4213,5.3596,0.17405348,6.59282589e-04
0.4213,5.4236,0.17750259,6.52327345e-04
0.4213,5.4876,0.18106479,6.45152062e-04
0.4213,5.5517,0.18474486,6.37761962e-04
0.4213,5.6157,0.18854744,6.30162423e-04
0.4213,5.6798,0.19247690,6.22358977e-04
0.4213,5.7438,0.19653737,6.14357302e-04
0.4213,5.8079,0.20073269,6.06163224e-04
0.4213,5.8719,0.20506635,5.97782705e-04
0.4213,5.9360,0.20954147,5.89221845e-04
0.4213,6.0000,0.21416079,5.80486875e-04
0.4300,0.3000,0.17648709,4.01457006e-04
0.4300,0.3640,0.17242915,4.12360315e-04
0.4300,0.4281,0.16842422,4.23216332e-04
0.4300,0.4921,0.16447516,4.34016823e-04
0.4300,0.5562,0.16058522,4.44753600e-04
0.4300,0.6202,0.15675800,4.55418518e-04
0.4300,0.6843,0.15299747,4.66003490e-04
0.4300,0.7483,0.14930783,4.76500489e-04
0.4300,0.8124,0.14569360,4.86901555e-04
0.4300,0.8764,0.14215947,4.97198799e-04
0.4300,0.9404,0.13871031,5.07384412e-04
0.4300,1.0045,0.13535111,5.17450670e-04
0.4300,1.0685,0.13208695,5.27389940e-04
0.4300,1.1326,0.12892294,5.37194682e-04
0.4300,1.1966,0.12586416,5.46857463e-04
0.4300,1.2607,0.12291563,5.56370953e-04
0.4300,1.3247,0.12008229,5.65727938e-04
0.4300,1.3888,0.11736888,5.74921323e-04
0.4300,1.4528,0.11477998,5.83944135e-04
0.4300,1.5169,0.11231991,5.92789531e-04
0.4300,1.5809,0.10999271,6.01450804e-04
0.4300,1.6449,0.10780211,6.09921386e-04
0.4300,1.7090,0.10575149,6.18194851e-04
0.4300,1.7730,0.10384383,6.26264926e-04
0.4300,1.8371,0.10208172,6.34125492e-04
0.4300,1.9011,0.10046731,6.41770586e-04
0.4300,1.9652,0.09900228,6.49194411e-04
0.4300,2.0292,0.09768787,6.56391337e-04
0.4300,2.0933,0.09652480,6.63355906e-04
0.4300,2.1573,0.09551334,6.70082836e-04
0.4300,2.2213,0.09465326,6.76567027e-04
0.4300,2.2854,0.09394381,6.82803560e-04
0.4300,2.3494,0.09338381,6.88787705e-04
0.4300,2.4135,0.09297157,6.94514926e-04
0.4300,2.4775,0.09270496,6.99980878e-04
0.4300,2.5416,0.09258142,7.05181416e-04
0.4300,2.6056,0.09259797,7.10112596e-04
0.4300,2.6697,0.09275124,7.14770679e-04
0.4300,2.7337,0.09303752,7.19152133e-04
0.4300,2.7978,0.09345278,7.23253633e-04
0.4300,2.8618,0.09399270,7.27072071e-04
0.4300,2.9258,0.09465273,7.30604549e-04
0.4300,2.9899,0.09542811,7.33848390e-04
0.4300,3.0539,0.09631392,7.36801133e-04
0.4300,3.1180,0.09730515,7.39460539e-04
0.4300,3.1820,0.09839670,7.41824592e-04
0.4300,3.2461,0.09958347,7.43891497e-04
0.4300,3.3101,0.10086038,7.45659689e-04
0.4300,3.3742,0.10222244,7.47127825e-04
0.4300,3.4382,0.10366477,7.48294793e-04
0.4300,3.5022,0.10518267,7.49159708e-04
0.4300,3.5663,0.10677162,7.49721913e-04
0.4300,3.6303,0.10842740,7.49980982e-04
0.4300,3.6944,0.11014604,7.49936719e-04
0.4300,3.7584,0.11192392,7.49589158e-04
0.4300,3.8225,0.11375777,7.48938562e-04
0.4300,3.8865,0.11564473,7.47985424e-04
0.4300,3.9506,0.11758234,7.46730467e-04
0.4300,4.0146,0.11956859,7.45174643e-04
0.4300,4.0787,0.12160192,7.43319131e-04
0.4300,4.1427,0.12368125,7.41165340e-04
0.4300,4.2067,0.12580598,7.38714902e-04
0.4300,4.2708,0.12797602,7.35969676e-04
0.4300,4.3348,0.13019173,7.32931743e-04
0.4300,4.3989,0.13245399,7.29603407e-04
0.4300,4.4629,0.13476415,7.25987193e-04
0.4300,4.5270,0.13712401,7.22085843e-04
0.4300,4.5910,0.13953585,7.17902315e-04
0.4300,4.6551,0.14200236,7.13439783e-04
0.4300,4.7191,0.14452662,7.08701630e-04
0.4300,4.7831,0.14711211,7.03691450e-04
0.4300,4.8472,0.14976265,6.98413042e-04
0.4300,4.9112,0.15248235,6.92870409e-04
0.4300,4.9753,0.15527561,6.87067755e-04
0.4300,5.0393,0.15814704,6.81009479e-04
0.4300,5.1034,0.16110146,6.74700178e-04
0.4300,5.1674,0.16414382,6.68144634e-04
0.4300,5.2315,0.16727916,6.61347821e-04
0.4300,5.2955,0.17051258,6.54314891e-04
0.4300,5.3596,0.17384918,6.47051180e-04
0.4300,5.4236,0.17729403,6.39562194e-04
0.4300,5.4876,0.18085208,6.31853615e-04
0.4300,5.5517,0.18452816,6.23931287e-04
0.4300,5.6157,0.18832694,6.15801218e-04
0.4300,5.6798,0.19225283,6.07469575e-04
0.4300,5.7438,0.19630999,5.98942676e-04
0.4300,5.8079,0.20050229,5.90226987e-04
0.4300,5.8719,0.20483324,5.81329117e-04
0.4300,5.9360,0.20930601,5.72255816e-04
0.4300,6.0000,0.21392332,5.63013963e-04
0.4387,0.3000,0.17634249,4.02498104e-04
0.4387,0.3640,0.17228264,4.13618574e-04
0.4387,0.4281,0.16827547,4.24688816e-04
0.4387,0.4921,0.16432386,4.35700087e-04
0.4387,0.5562,0.16043109,4.46643694e-04
0.4387,0.6202,0.15660079,4.57510997e-04
0.4387,0.6843,0.15283693,4.68293416e-04
0.4387,0.7483,0.14914378,4.78982437e-04
0.4387,0.8124,0.14552586,4.89569621e-04
0.4387,0.8764,0.14198791,5.00046609e-04
0.4387,0.9404,0.13853484,5.10405128e-04
0.4387,1.0045,0.13517167,5.20637001e-04
0.4387,1.0685,0.13190351,5.30734149e-04
0.4387,1.1326,0.12873551,5.40688600e-04
0.4387,1.1966,0.12567279,5.50492494e-04
0.4387,1.2607,0.12272041,5.60138091e-04
0.4387,1.3247,0.11988333,5.69617774e-04
0.4387,1.3888,0.11716635,5.78924061e-04
0.4387,1.4528,0.11457406,5.88049602e-04
0.4387,1.5169,0.11211082,5.96987192e-04
0.4387,1.5809,0.10978070,6.05729776e-04
0.4387,1.6449,0.10758746,6.14270451e-04
0.4387,1.7090,0.10553449,6.22602473e-04
0.4387,1.7730,0.10362481,6.30719263e-04
0.4387,1.8371,0.10186102,6.38614414e-04
0.4387,1.9011,0.10024528,6.46281692e-04
0.4387,1.9652,0.09877930,6.53715043e-04
0.4387,2.0292,0.09746430,6.60908597e-04
0.4387,2.0933,0.09630104,6.67856677e-04
0.4387,2.1573,0.09528977,6.74553795e-04
0.4387,2.2213,0.09443025,6.80994664e-04
0.4387,2.2854,0.09372175,6.87174199e-04
0.4387,2.3494,0.09316306,6.93087521e-04
0.4387,2.4135,0.09275249,6.98729960e-04
0.4387,2.4775,0.09248789,7.04097063e-04
0.4387,2.5416,0.09236668,7.09184591e-04
0.4387,2.6056,0.09238586,7.13988527e-04
0.4387,2.6697,0.09254204,7.18505079e-04
0.4387,2.7337,0.09283149,7.22730681e-04
0.4387,2.7978,0.09325013,7.26661996e-04
0.4387,2.8618,0.09379362,7.30295921e-04
0.4387,2.9258,0.09445738,7.33629586e-04
0.4387,2.9899,0.09523660,7.36660359e-04
0.4387,3.0539,0.09612635,7.39385847e-04
0.4387,3.1180,0.09712156,7.41803899e-04
0.4387,3.1820,0.09821711,7.43912605e-04
0.4387,3.2461,0.09940786,7.45710301e-04
0.4387,3.3101,0.10068869,7.47195566e-04
0.4387,3.3742,0.10205457,7.48367229e-04
